Name,Year,Votes,NumBallots,p,YoB,PosSummary,position,HOFm,HOFs,Yrs,WAR,WAR7,JAWS,Jpos,G,AB,R,H,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS.Plus,W,L,ERA,ERA.Plus,WHIP,G.1,GS,SV,IP,H.1,HR.1,BB.1,SO,all.star,drugs,rookie,gold.gloves,mvp,cy.young
Dwight Evans,1998,49,473,0.10359408,2,*9D378,RF,70,44,20,62.8,35.7,49.2,55.4,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,8,0,0
Mickey Lolich,1998,39,473,0.082452431,14,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
Ron Guidry,1998,37,473,0.078224101,5,*1/8,P,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,4,0,0,5,0,1
Bob Boone,1998,26,473,0.054968288,3,*2/35D7,C,102,25,19,24.4,19.1,21.8,40.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,7,0,0
Jack Clark,1998,7,473,0.014799154,1,*9*3*D/875,RF,28,35,18,50.1,29.8,39.9,55.4,1994,6847,1118,1826,340,1180,77,1262,0.267,0.379,0.476,0.854,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Pedro Guerrero,1998,6,473,0.012684989,1,*3*5978/4,1B,54,29,15,31.7,30.1,30.9,53.4,1536,5392,730,1618,215,898,97,609,0.3,0.37,0.48,0.85,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,0,0,0
Willie Randolph,1998,5,473,0.010570825,1,*4/D5,2B,92,34,18,63,34.8,48.9,54.4,2202,8018,1239,2210,54,687,271,1243,0.276,0.373,0.351,0.724,104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0
Carney Lansford,1998,3,473,0.006342495,1,*53D/64,3B,33,25,15,37.4,26.9,32.1,53.4,1862,7158,1007,2074,151,874,224,553,0.29,0.343,0.411,0.753,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Brian Downing,1998,2,473,0.00422833,1,*D*7*29/5,DH,20,32,20,47.8,27.6,37.7,50.7,2344,7853,1188,2099,275,1073,50,1197,0.267,0.37,0.425,0.796,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Mike Flanagan,1998,2,473,0.00422833,1,*1/D,P,49,17,18,22.8,17,19.9,57.9,529,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,167,143,3.9,100,1.334,526,404,4,2770,2806,251,890,1491,1,0,0,0,0,1
Rick Dempsey,1998,1,473,0.002114165,1,*2/D97315,C,56,22,24,23.1,16.2,19.6,40.7,1766,4692,525,1093,96,471,20,592,0.233,0.319,0.347,0.666,87,0,0,4.5,106,2,2,0,0,2,3,0,1,0,0,0,0,0,0,0
Phil Niekro,1997,380,473,0.803382664,5,*1,P,157,52,24,90.7,52.3,71.5,57.9,866,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,5,0,0,5,0,0
Don Sutton,1997,346,473,0.731501057,4,*1,P,149,58,23,61.3,32,46.7,57.9,785,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,4,0,0,0,0,0
Tony Perez,1997,312,473,0.65961945,6,*3*5D/4,1B,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Ron Santo,1997,186,473,0.393234672,14,*5D4/673,3B,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,5,0,0
Jim Rice,1997,178,473,0.376321353,3,*7*D9/8,LF,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,1,0
Steve Garvey,1997,167,473,0.353065539,5,*35/749,1B,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,4,1,0
Bruce Sutter,1997,130,473,0.274841438,4,*1,P,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,6,0,0,0,0,1
Jim Kaat,1997,107,473,0.226215645,9,*1/D,P,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,3,0,0,16,0,0
Joe Torre,1997,105,473,0.221987315,15,*2*3*5/7,C,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,0
Tommy John,1997,97,473,0.205073996,3,*1,P,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,4,0,0,0,0,0
Minnie Minoso,1997,84,473,0.177589852,13,*7598/3D6,LF,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,0,0
Dave Parker,1997,83,473,0.175475687,1,*9*D78/34,RF,124,42,19,36.3,35.9,36.1,55.4,2466,9358,1272,2712,339,1493,154,683,0.29,0.339,0.471,0.81,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,1,0
Dick Allen,1997,79,473,0.167019027,14,*3*57/4D68,1B,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Dave Concepcion,1997,60,473,0.126849894,4,*6453/81,SS,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,9,0,0,5,0,0
Luis Tiant,1997,53,473,0.11205074,10,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Keith Hernandez,1997,45,473,0.095137421,2,*3/79,1B,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,11,1,0
Mickey Lolich,1997,34,473,0.071881607,13,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
Ron Guidry,1997,31,473,0.065539112,4,*1/8,P,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,4,0,0,5,0,1
Bob Boone,1997,28,473,0.059196617,2,*2/35D7,C,102,25,19,24.4,19.1,21.8,40.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,7,0,0
Dwight Evans,1997,28,473,0.059196617,1,*9D378,RF,70,44,20,62.8,35.7,49.2,55.4,2606,8996,1470,2446,385,1384,78,1391,0.272,0.37,0.47,0.84,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,8,0,0
Graig Nettles,1997,22,473,0.046511628,4,*57/39D68,3B,63,31,22,62.8,40.1,51.5,53.4,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,0,0
Ken Griffey,1997,22,473,0.046511628,1,*9*783/D,RF,40,31,19,31.6,22.4,27,55.4,2097,7229,1129,2143,152,859,200,719,0.296,0.359,0.431,0.79,118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,0,0,0,0
Fred Lynn,1997,22,473,0.046511628,2,*897D,CF,85,33,17,46.7,36.5,41.6,54.8,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,4,1,0
Bobby Bonds,1997,20,473,0.042283298,11,*98D7,RF,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Rusty Staub,1997,18,473,0.038054968,7,*9*D*37/8,RF,59,38,23,41.6,31.6,36.6,55.4,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0
Mike Scott,1997,2,473,0.00422833,1,*1,P,57,19,13,20.5,24.6,22.6,57.9,348,653,33,81,2,45,2,27,0.124,0.158,0.155,0.313,-11,124,108,3.54,100,1.201,347,319,3,2068.2,1858,173,627,1469,3,0,0,0,0,1
Rick Reuschel,1997,2,473,0.00422833,1,*1,P,48,31,19,66.2,42.1,54.1,57.9,579,1115,82,187,4,79,3,46,0.168,0.202,0.217,0.419,15,214,191,3.37,114,1.275,557,529,5,3548.1,3588,221,935,2015,3,0,0,2,0,0
Garry Templeton,1997,2,473,0.00422833,1,*6/359,SS,58,22,16,24.9,22.4,23.7,52.1,2079,7721,893,2096,70,728,242,375,0.271,0.304,0.369,0.673,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0
Terry Kennedy,1997,1,473,0.002114165,1,*2/73,C,40,23,14,19.5,17.9,18.7,40.7,1491,4979,474,1313,113,628,6,365,0.264,0.314,0.386,0.699,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,0,0,0
Terry Puhl,1997,1,473,0.002114165,1,*9*87/3D,RF,8,15,15,26.2,22.3,24.3,55.4,1531,4855,676,1361,62,435,217,505,0.28,0.349,0.388,0.737,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Phil Niekro,1996,321,470,0.682978723,4,*1,P,157,52,24,90.7,52.3,71.5,57.9,866,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,5,0,0,5,0,0
Tony Perez,1996,309,470,0.657446809,5,*3*5D/4,1B,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Don Sutton,1996,300,470,0.638297872,3,*1,P,149,58,23,61.3,32,46.7,57.9,785,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,4,0,0,0,0,0
Steve Garvey,1996,175,470,0.372340426,4,*35/749,1B,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,4,1,0
Ron Santo,1996,174,470,0.370212766,13,*5D4/673,3B,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,5,0,0
Tony Oliva,1996,170,470,0.361702128,15,*9*D8/7,RF,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,1,0,0
Jim Rice,1996,166,470,0.353191489,2,*7*D9/8,LF,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,1,0
Bruce Sutter,1996,137,470,0.291489362,3,*1,P,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,6,0,0,0,0,1
Tommy John,1996,102,470,0.217021277,2,*1,P,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,4,0,0,0,0,0
Jim Kaat,1996,91,470,0.193617021,8,*1/D,P,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,3,0,0,16,0,0
Dick Allen,1996,89,470,0.189361702,13,*3*57/4D68,1B,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Curt Flood,1996,71,470,0.15106383,15,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Luis Tiant,1996,64,470,0.136170213,9,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Dave Concepcion,1996,63,470,0.134042553,3,*6453/81,SS,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,9,0,0,5,0,0
Minnie Minoso,1996,62,470,0.131914894,12,*7598/3D6,LF,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,0,0
Vada Pinson,1996,51,470,0.108510638,15,*8*97/3D,CF,95,36,18,50.2,38.1,44.1,54.8,2469,9645,1366,2757,256,1170,305,574,0.286,0.327,0.442,0.769,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0
Joe Torre,1996,50,470,0.106382979,14,*2*3*5/7,C,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,0
Ron Guidry,1996,37,470,0.078723404,3,*1/8,P,106,38,14,45.4,36.2,40.8,57.9,379,0,4,0,0,0,0,0,NA,NA,NA,NA,NA,170,91,3.29,119,1.184,368,323,4,2392,2198,226,633,1778,4,0,0,5,0,1
Graig Nettles,1996,37,470,0.078723404,3,*57/39D68,3B,63,31,22,62.8,40.1,51.5,53.4,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,0,0
Bob Boone,1996,36,470,0.076595745,1,*2/35D7,C,102,25,19,24.4,19.1,21.8,40.7,2264,7245,679,1838,105,826,38,663,0.254,0.315,0.346,0.661,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0,7,0,0
Mickey Lolich,1996,33,470,0.070212766,12,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
Fred Lynn,1996,26,470,0.055319149,1,*897D,CF,85,33,17,46.7,36.5,41.6,54.8,1969,6925,1063,1960,306,1111,72,857,0.283,0.36,0.484,0.845,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,1,4,1,0
Bobby Bonds,1996,24,470,0.05106383,10,*98D7,RF,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Rusty Staub,1996,24,470,0.05106383,6,*9*D*37/8,RF,59,38,23,41.6,31.6,36.6,55.4,2951,9720,1189,2716,292,1466,47,1255,0.279,0.362,0.431,0.793,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,0,0,0
Keith Hernandez,1996,24,470,0.05106383,1,*3/79,1B,86,32,17,57.1,38.2,47.6,51.5,2088,7370,1124,2182,162,1071,98,1070,0.296,0.384,0.436,0.821,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,11,1,0
Frank White,1996,18,470,0.038297872,1,*46/5D9,2B,81,19,18,31.1,21.9,26.5,54.4,2324,7859,912,2006,160,886,178,412,0.255,0.293,0.383,0.675,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0,8,0,0
Dan Quisenberry,1996,18,470,0.038297872,1,*1,P,77,19,12,23.9,21.8,22.9,32.3,674,6,0,1,0,1,0,1,0.167,0.286,0.167,0.452,32,56,46,2.76,146,1.175,674,0,244,1043.1,1064,59,162,379,3,0,0,0,0,0
Bill Buckner,1996,10,470,0.021276596,1,*3*79D,1B,70,26,22,11.8,15.1,13.5,51.5,2517,9397,1077,2715,174,1208,183,450,0.289,0.321,0.408,0.729,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
John Tudor,1996,2,470,0.004255319,1,1,P,37,26,12,32.5,27.9,30.2,57.9,289,384,22,59,0,18,1,17,0.154,0.189,0.182,0.371,4,117,72,3.12,124,1.198,281,263,1,1797,1677,156,475,988,0,0,0,0,0,0
Jerry Reuss,1996,2,470,0.004255319,1,*1,P,49,29,22,31,27.6,29.3,57.9,631,1024,71,171,1,58,1,69,0.167,0.22,0.195,0.415,17,220,191,3.64,100,1.325,628,547,11,3669.2,3734,245,1127,1907,2,0,0,0,0,0
Chet Lemon,1996,1,470,0.00212766,1,*8*9D/547,CF,23,20,16,52,35.5,43.8,54.8,1988,6868,973,1875,215,884,58,749,0.273,0.355,0.442,0.797,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0
Jeffrey Leonard,1996,0,470,0,1,*7D98/3,LF,9,11,14,7.2,12.6,9.9,50.7,1415,5045,614,1342,144,723,163,342,0.266,0.312,0.411,0.723,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Claudell Washington,1996,0,470,0,1,*9*7*8D,RF,12,16,17,16.3,16.3,16.3,55.4,1912,6787,926,1884,164,824,312,468,0.278,0.325,0.42,0.745,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0
Johnny Ray,1996,0,470,0,1,*47/D,2B,16,18,10,21.6,20.7,21.2,54.4,1353,5188,604,1502,53,594,80,353,0.29,0.333,0.391,0.724,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0
Bob Knepper,1996,0,470,0,1,*1,P,20,15,15,19.1,20.8,20,57.9,449,840,47,115,6,59,2,41,0.137,0.177,0.196,0.374,6,146,155,3.68,95,1.327,445,413,1,2708,2737,228,857,1473,2,0,0,0,0,0
Mike Schmidt,1995,444,460,0.965217391,1,*53/64,3B,250,56,18,103,57.2,80.1,53.4,2404,8352,1506,2234,548,1595,174,1507,0.267,0.38,0.527,0.908,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,0,10,3,0
Phil Niekro,1995,286,460,0.62173913,3,*1,P,157,52,24,90.7,52.3,71.5,57.9,866,1537,80,260,7,109,0,17,0.169,0.183,0.211,0.395,8,318,274,3.35,115,1.268,864,716,29,5404,5044,482,1809,3342,5,0,0,5,0,0
Don Sutton,1995,264,460,0.573913043,2,*1,P,149,58,23,61.3,32,46.7,57.9,785,1354,64,195,0,64,1,60,0.144,0.183,0.157,0.34,-2,324,256,3.26,108,1.142,774,756,5,5282.1,4692,472,1343,3574,4,0,0,0,0,0
Tony Perez,1995,259,460,0.563043478,4,*3*5D/4,1B,81,41,23,50.1,35,42.6,51.5,2777,9778,1272,2732,379,1652,49,925,0.279,0.341,0.463,0.804,122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Steve Garvey,1995,196,460,0.426086957,3,*35/749,1B,130,32,19,34.4,27.2,30.8,51.5,2332,8835,1143,2599,272,1308,83,479,0.294,0.329,0.446,0.775,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,0,4,1,0
Tony Oliva,1995,149,460,0.323913043,14,*9*D8/7,RF,114,29,15,39.7,36.5,38.1,55.4,1676,6301,870,1917,220,947,86,448,0.304,0.353,0.476,0.83,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,1,1,0,0
Ron Santo,1995,139,460,0.302173913,12,*5D4/673,3B,88,41,15,66.6,52.1,59.4,53.4,2243,8143,1138,2254,342,1331,35,1108,0.277,0.362,0.464,0.826,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,5,0,0
Bruce Sutter,1995,137,460,0.297826087,2,*1,P,91,17,12,23.1,23.7,23.4,32.3,661,102,6,9,0,6,1,7,0.088,0.153,0.088,0.241,-33,68,71,2.83,136,1.14,661,0,300,1042,879,77,309,861,6,0,0,0,0,1
Jim Rice,1995,137,460,0.297826087,1,*7*D9/8,LF,146,43,16,44.3,34.6,39.5,50.7,2089,8225,1249,2452,382,1451,58,670,0.298,0.352,0.502,0.854,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0,0,1,0
Jim Kaat,1995,100,460,0.217391304,7,*1/D,P,130,44,25,46.3,36.3,41.3,57.9,1004,1251,117,232,16,106,5,63,0.185,0.227,0.267,0.494,37,283,237,3.45,108,1.259,898,625,18,4530.1,4620,395,1083,2461,3,0,0,16,0,0
Tommy John,1995,98,460,0.213043478,1,*1,P,112,44,26,56.3,32.3,44.3,57.9,761,900,43,141,5,54,0,33,0.157,0.187,0.188,0.375,7,288,231,3.34,111,1.283,760,700,4,4710.1,4783,302,1259,2245,4,0,0,0,0,0
Dick Allen,1995,72,460,0.156521739,12,*3*57/4D68,1B,99,39,15,55.6,43.8,49.7,53.4,1749,6332,1099,1848,351,1119,133,894,0.292,0.378,0.534,0.912,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,0,0,0
Minnie Minoso,1995,66,460,0.143478261,11,*7598/3D6,LF,87,35,17,47.5,38,42.7,50.7,1835,6579,1136,1963,186,1023,205,814,0.298,0.389,0.459,0.848,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0,3,0,0
Curt Flood,1995,59,460,0.12826087,14,*8/5749,CF,59,16,15,39.8,31.5,35.6,54.8,1759,6357,851,1861,85,636,88,444,0.293,0.342,0.389,0.732,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,7,0,0
Joe Torre,1995,50,460,0.108695652,13,*2*3*5/7,C,96,40,18,54.2,35.2,44.7,40.7,2209,7874,996,2342,252,1185,23,779,0.297,0.365,0.452,0.817,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,0,1,1,0
Luis Tiant,1995,45,460,0.097826087,8,*1,P,97,41,19,62.3,42.1,52.2,57.9,573,513,36,84,5,44,1,13,0.164,0.185,0.224,0.409,17,229,172,3.3,114,1.199,573,484,15,3486.1,3075,346,1104,2416,3,0,0,0,0,0
Dave Concepcion,1995,43,460,0.093478261,2,*6453/81,SS,106,29,19,36.5,28.4,32.4,52.1,2488,8723,993,2326,101,950,321,736,0.267,0.322,0.357,0.679,88,0,0,0,NA,1.5,1,0,0,1.1,2,0,0,1,9,0,0,5,0,0
Bobby Bonds,1995,35,460,0.076086957,9,*98D7,RF,66,36,14,55.7,40,47.8,55.4,1849,7043,1258,1886,332,1024,461,914,0.268,0.353,0.471,0.824,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,0,0
Vada Pinson,1995,32,460,0.069565217,14,*8*97/3D,CF,95,36,18,50.2,38.1,44.1,54.8,2469,9645,1366,2757,256,1170,305,574,0.286,0.327,0.442,0.769,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,1,0,0
Thurman Munson,1995,30,460,0.065217391,15,*2D/9375,C,90,29,11,43.3,35.1,39.2,40.7,1423,5344,696,1558,113,701,48,438,0.292,0.346,0.41,0.756,116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,3,1,0
Graig Nettles,1995,28,460,0.060869565,2,*57/39D68,3B,63,31,22,62.8,40.1,51.5,53.4,2700,8986,1193,2225,390,1314,32,1088,0.248,0.329,0.421,0.75,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0,2,0,0
Vida Blue,1995,26,460,0.056521739,4,*1,P,114,35,17,41.6,36.5,39.1,57.9,508,512,37,53,4,15,0,49,0.104,0.186,0.145,0.33,-4,209,161,3.27,108,1.233,502,473,2,3343.1,2939,263,1185,2175,6,0,0,0,1,1
Mickey Lolich,1995,26,460,0.056521739,11,*1,P,98,37,16,44,35.7,39.9,57.9,592,821,63,90,0,31,1,105,0.11,0.215,0.121,0.335,-2,217,191,3.44,104,1.227,586,496,11,3638.1,3366,347,1099,2832,3,0,0,0,0,0
